Pclass,Age,SibSp,Parch,Fare,Sex_female,Sex_male,Sex_nan,Embarked_C,Embarked_Q,Embarked_S,Embarked_nan,Cabin_No,Cabin_Yes,Cabin_nan
-0.35195620899863517,0.17444181207151235,-0.47890372850921675,-0.4448294924492011,-0.392267471983846,0,1,0,0,0,1,0,1,0,0
0.841594769185855,0.08397760543840854,0.4811038987780187,-0.4448294924492011,-0.2956283469486477,1,0,0,0,0,1,0,1,0,0
0.841594769185855,-0.14848909925123388,-0.47890372850921675,-0.4448294924492011,-0.5038856613995,1,0,0,1,0,0,0,1,0,0
-0.35195620899863517,0.38137037158758924,-0.47890372850921675,-0.4448294924492011,-0.14100574689233047,0,1,0,0,0,1,0,1,0,0
-0.35195620899863517,0.3070221800502941,-0.47890372850921675,-0.4448294924492011,-0.392267471983846,0,1,0,0,0,1,0,0,1,0
0.841594769185855,-1.105593459158314,-0.47890372850921675,-0.4448294924492011,-0.4883422245288387,1,0,0,0,1,0,0,1,0,0
-1.5455071871831254,-0.13906696917347697,-0.47890372850921675,-0.4448294924492011,0.04260859067454624,0,1,0,0,0,1,0,0,1,0
0.841594769185855,-1.6260307999193804,2.4011191533524894,0.7104915504396963,-0.2361952850520008,1,0,0,0,0,1,0,1,0,0
0.841594769185855,0.6044149461994748,0.4811038987780187,5.331775721995286,-0.03687708966690435,1,0,0,0,0,1,0,1,0,0
0.841594769185855,-0.14848909925123388,-0.47890372850921675,-0.4448294924492011,-0.5038856613995,0,1,0,1,0,0,0,1,0,0
-1.5455071871831254,-0.8082006930091334,2.4011191533524894,1.8658125933285936,4.439688779776068,0,1,0,0,0,1,0,0,1,0
0.841594769185855,-0.5424740988143025,-0.47890372850921675,-0.4448294924492011,-0.49124139827989466,1,0,0,0,1,0,0,1,0,0
0.841594769185855,-0.14774341872492794,-0.47890372850921675,-0.4448294924492011,-0.4909205563847778,0,1,0,0,0,1,0,1,0,0
-1.5455071871831254,0.7531113292740651,-0.47890372850921675,-0.4448294924492011,-0.10774642562021663,0,1,0,1,0,0,0,1,0,0
-1.5455071871831254,1.4444355719673803,0.4811038987780187,-0.4448294924492011,2.1883991852160944,1,0,0,1,0,0,0,0,1,0
0.841594769185855,0.21186267688487204,-0.47890372850921675,-0.4448294924492011,-0.4937385532708042,1,0,0,0,1,0,0,1,0,0
-0.35195620899863517,2.6861643092437393,-0.47890372850921675,-0.4448294924492011,-0.4405870345014451,0,1,0,0,0,1,0,1,0,0
-1.5455071871831254,-0.13906696917347697,0.4811038987780187,-0.4448294924492011,0.9446536460130925,0,1,0,1,0,0,0,1,0,0
-1.5455071871831254,0.9018077123486554,0.4811038987780187,-0.4448294924492011,0.36151770329070054,0,1,0,0,0,1,0,1,0,0
0.841594769185855,-0.46320045035561286,-0.47890372850921675,-0.4448294924492011,-0.5038044845344705,0,1,0,1,0,0,0,1,0,0
0.841594769185855,-0.6595043099345431,-0.47890372850921675,-0.4448294924492011,-0.48794020576869224,0,1,0,0,0,1,0,1,0,0
0.841594769185855,-0.8825488845464287,1.441111526065254,-0.4448294924492011,-0.2956283469486477,1,0,0,0,0,1,0,1,0,0
0.841594769185855,-1.1799416506956093,0.4811038987780187,-0.4448294924492011,-0.42625158669372376,1,0,0,1,0,0,0,1,0,0
0.841594769185855,0.7531113292740651,0.4811038987780187,-0.4448294924492011,-0.4603980551336607,1,0,0,0,0,1,0,1,0,0
-0.35195620899863517,-0.21341516071077213,0.4811038987780187,-0.4448294924492011,-0.23764487192752876,1,0,0,0,0,1,0,1,0,0
0.841594769185855,-0.14774341872492794,-0.47890372850921675,-0.4448294924492011,-0.4909205563847778,0,1,0,1,0,0,0,1,0,0
-0.35195620899863517,-1.9977717576058562,0.4811038987780187,1.8658125933285936,0.1601063044573417,1,0,0,1,0,0,0,1,0,0
0.841594769185855,-0.8082006930091334,-0.47890372850921675,-0.4448294924492011,-0.49124139827989466,1,0,0,0,1,0,0,1,0,0
0.841594769185855,-0.030123287054598522,-0.47890372850921675,-0.4448294924492011,-0.48794020576869224,0,1,0,0,0,1,0,1,0,0
0.841594769185855,0.18873783621428197,0.4811038987780187,-0.4448294924492011,-0.34394790946624687,0,1,0,0,1,0,0,1,0,0
0.841594769185855,0.21186267688487204,-0.47890372850921675,-0.4448294924492011,-0.4937385532708042,1,0,0,0,1,0,0,1,0,0
0.841594769185855,-0.48719309727454485,1.441111526065254,-0.4448294924492011,-0.2245174131827474,0,1,0,1,0,0,0,1,0,0
0.841594769185855,-0.8825488845464287,0.4811038987780187,-0.4448294924492011,-0.29949391195005565,1,0,0,0,0,1,0,1,0,0
0.841594769185855,-1.7003789914566756,3.361126780639725,0.7104915504396963,0.12354385789152479,0,1,0,0,0,1,0,1,0,0
0.841594769185855,-0.6595043099345431,-0.47890372850921675,-0.4448294924492011,-0.49277216202045215,0,1,0,0,0,1,0,1,0,0
-1.5455071871831254,1.4222450531097215,0.4811038987780187,-0.4448294924492011,0.8394793534547856,1,0,0,1,0,0,0,0,1,0
-0.35195620899863517,-0.06471877763618179,0.4811038987780187,-0.4448294924492011,-0.14100574689233047,1,0,0,0,0,1,0,1,0,0
-1.5455071871831254,2.6118161177064443,-0.47890372850921675,0.7104915504396963,0.5543939346009507,0,1,0,1,0,0,0,0,1,0
-1.5455071871831254,1.0498304772053189,-0.47890372850921675,-0.4448294924492011,0.04260859067454624,0,1,0,0,0,1,0,0,1,0
-0.35195620899863517,-0.6595043099345431,-0.47890372850921675,-0.4448294924492011,-0.4405870345014451,1,0,0,0,0,1,0,1,0,0
0.841594769185855,-0.10189287340482937,-0.47890372850921675,-0.4448294924492011,-0.5038044845344705,0,1,0,1,0,0,0,1,0,0
-0.35195620899863517,-1.8490753745312658,0.4811038987780187,1.8658125933285936,-0.10718205313001108,1,0,0,0,0,1,0,1,0,0
0.841594769185855,-1.4029862253074947,4.32113440792696,1.8658125933285936,0.26294579575479826,0,1,0,0,0,1,0,1,0,0
0.841594769185855,-0.585156118397248,-0.47890372850921675,-0.4448294924492011,-0.5038044845344705,0,1,0,1,0,0,0,1,0,0
-1.5455071871831254,0.6044149461994748,-0.47890372850921675,-0.4448294924492011,0.9026968034878109,1,0,0,0,0,0,1,0,1,0
-1.5455071871831254,1.1248522869605408,0.4811038987780187,-0.4448294924492011,0.9698609953872736,0,1,0,0,0,1,0,0,1,0
0.841594769185855,-1.923423566068561,2.4011191533524894,1.8658125933285936,-0.10428287937895517,0,1,0,0,0,1,0,1,0,0
-1.5455071871831254,0.7436458067693482,-0.47890372850921675,-0.4448294924492011,-0.10774642562021663,0,1,0,1,0,0,0,1,0,0
0.841594769185855,-1.6075445069769454,0.4811038987780187,0.7104915504396963,-0.34886104258303635,0,1,0,1,0,0,0,1,0,0
-0.35195620899863517,-0.06471877763618179,-0.47890372850921675,-0.4448294924492011,-0.4405870345014451,1,0,0,0,0,1,0,0,1,0
0.841594769185855,-0.8082006930091334,-0.47890372850921675,-0.4448294924492011,-0.4858470023204299,0,1,0,0,0,1,0,1,0,0
0.841594769185855,-0.9568970760837239,3.361126780639725,1.8658125933285936,-0.4903561838945722,1,0,0,0,0,1,0,1,0,0
0.841594769185855,-0.2877633522480673,1.441111526065254,-0.4448294924492011,-0.4761019129518805,0,1,0,0,0,1,0,1,0,0
-0.35195620899863517,0.1583257969757037,-0.47890372850921675,-0.4448294924492011,-0.4405870345014451,0,1,0,0,0,1,0,1,0,0
0.841594769185855,-1.031245267621019,4.32113440792696,1.8658125933285936,0.26294579575479826,1,0,0,0,0,1,0,1,0,0
-0.35195620899863517,-0.6595043099345431,-0.47890372850921675,-0.4448294924492011,0.7770659409420531,0,1,0,0,0,1,0,1,0,0
0.841594769185855,-0.2877633522480673,0.4811038987780187,-0.4448294924492011,-0.36416094885860895,0,1,0,1,0,0,0,1,0,0
0.841594769185855,0.1583257969757037,-0.47890372850921675,-0.4448294924492011,0.4484117389573495,0,1,0,0,0,1,0,1,0,0
0.841594769185855,-0.3621115437853625,-0.47890372850921675,-0.4448294924492011,-0.4956713357715082,0,1,0,0,0,1,0,0,1,0
0.841594769185855,-0.14774341872492794,-0.47890372850921675,-0.4448294924492011,-0.4909205563847778,0,1,0,0,0,1,0,1,0,0
0.841594769185855,-0.030123287054598522,-0.47890372850921675,-0.4448294924492011,-0.48794020576869224,0,1,0,0,0,1,0,1,0,0
-0.35195620899863517,-2.1591073332417867,-0.47890372850921675,1.8658125933285936,-0.08302227187121151,0,1,0,0,0,1,0,1,0,0
0.841594769185855,0.009629413901113378,-0.47890372850921675,-0.4448294924492011,-0.4024145801125418,1,0,0,0,0,1,0,1,0,0
0.841594769185855,-0.585156118397248,-0.47890372850921675,-0.4448294924492011,-0.4695787720120046,0,1,0,0,0,1,0,1,0,0
0.841594769185855,-0.06471877763618179,-0.47890372850921675,-0.4448294924492011,-0.45991485950848476,0,1,0,0,0,1,0,1,0,0
0.841594769185855,-0.5037252172821605,-0.47890372850921675,-0.4448294924492011,-0.49301375983304013,1,0,0,0,1,0,0,1,0,0
-1.5455071871831254,-0.13906696917347697,-0.47890372850921675,-0.4448294924492011,0.26681136075620626,0,1,0,0,0,1,0,1,0,0
-0.35195620899863517,-0.9568970760837239,-0.47890372850921675,-0.4448294924492011,-0.4405870345014451,1,0,0,0,0,1,0,1,0,0
0.841594769185855,0.2326739885129989,2.4011191533524894,-0.4448294924492011,-0.33718317071378295,1,0,0,0,0,1,0,1,0,0
0.841594769185855,-1.031245267621019,0.4811038987780187,3.0211336362174914,0.020864787541626628,0,1,0,0,0,1,0,1,0,0
0.841594769185855,-0.030123287054598522,-0.47890372850921675,-0.4448294924492011,-0.48794020576869224,0,1,0,0,0,1,0,1,0,0
-1.5455071871831254,-0.5108079268599528,2.4011191533524894,1.8658125933285936,4.439688779776068,1,0,0,0,0,1,0,0,1,0
0.841594769185855,-0.43645973532265764,-0.47890372850921675,-0.4448294924492011,-0.48794020576869224,0,1,0,0,0,1,0,1,0,0
0.841594769185855,-0.06471877763618179,-0.47890372850921675,-0.4448294924492011,-0.48794020576869224,0,1,0,0,0,1,0,1,0,0
0.841594769185855,-0.7338525014718383,-0.47890372850921675,-0.4448294924492011,-0.4917245939050707,0,1,0,0,0,1,0,1,0,0
-1.5455071871831254,1.199200478497836,0.4811038987780187,-0.4448294924492011,0.5388504977302893,0,1,0,0,0,1,0,0,1,0
0.841594769185855,-0.2877633522480673,0.4811038987780187,1.8658125933285936,-0.24585919755552063,0,1,0,0,0,1,0,1,0,0
0.841594769185855,2.1657269684826734,-0.47890372850921675,-0.4448294924492011,-0.503402465774324,0,1,0,0,0,1,0,1,0,0
0.841594769185855,-0.030123287054598522,-0.47890372850921675,-0.4448294924492011,-0.48794020576869224,0,1,0,0,0,1,0,1,0,0
-1.5455071871831254,3.057905266930215,-0.47890372850921675,-0.4448294924492011,0.026261116283592158,0,1,0,1,0,0,0,0,1,0
-1.5455071871831254,-0.5108079268599528,-0.47890372850921675,0.7104915504396963,0.581048938068159,0,1,0,1,0,0,0,0,1,0
-0.35195620899863517,0.3070221800502941,-0.47890372850921675,0.7104915504396963,-0.19898922191344945,1,0,0,0,0,1,0,1,0,0
-0.35195620899863517,0.3070221800502941,0.4811038987780187,-0.4448294924492011,-0.14100574689233047,0,1,0,0,0,1,0,1,0,0
0.841594769185855,-0.13906696917347697,-0.47890372850921675,-0.4448294924492011,-0.4909205563847778,1,0,0,0,0,1,0,1,0,0
0.841594769185855,-0.14774341872492794,-0.47890372850921675,-0.4448294924492011,-0.4909205563847778,0,1,0,0,0,1,0,1,0,0
-1.5455071871831254,-0.6595043099345431,-0.47890372850921675,0.7104915504396963,0.8502700781562157,0,1,0,0,0,1,0,0,1,0
0.841594769185855,0.2326739885129989,-0.47890372850921675,-0.4448294924492011,-0.47626233389943895,0,1,0,0,0,1,0,1,0,0
0.841594769185855,0.5300667546621796,1.441111526065254,-0.4448294924492011,-0.4903561838945722,0,1,0,0,0,1,0,1,0,0
0.841594769185855,-0.13906696917347697,-0.47890372850921675,-0.4448294924492011,-0.4909205563847778,0,1,0,0,0,1,0,1,0,0
0.841594769185855,-0.6595043099345431,-0.47890372850921675,-0.4448294924492011,-0.4956713357715082,1,0,0,0,0,1,0,1,0,0
0.841594769185855,-0.26312366698040923,-0.47890372850921675,-0.4448294924492011,-0.4932553576456282,0,1,0,0,0,1,0,1,0,0
0.841594769185855,0.6044149461994748,-0.47890372850921675,-0.4448294924492011,-0.4909205563847778,0,1,0,0,0,1,0,1,0,0
0.841594769185855,0.26017425364377417,0.4811038987780187,-0.4448294924492011,-0.17676222315535386,1,0,0,0,1,0,0,1,0,0
-1.5455071871831254,1.2735486700351313,-0.47890372850921675,-0.4448294924492011,0.36151770329070054,0,1,0,0,0,1,0,0,1,0
0.841594769185855,-1.1427675549269618,0.4811038987780187,-0.4448294924492011,-0.36416094885860895,1,0,0,1,0,0,0,1,0,0
0.841594769185855,-0.585156118397248,-0.47890372850921675,-0.4448294924492011,-0.48794020576869224,0,1,0,0,0,1,0,1,0,0
0.841594769185855,-0.7338525014718383,0.4811038987780187,-0.4448294924492011,-0.4536333163811969,1,0,0,0,0,1,0,1,0,0
0.841594769185855,-0.9568970760837239,-0.47890372850921675,-0.4448294924492011,-0.36408170477608004,1,0,0,1,0,0,0,1,0,0
0.841594769185855,-0.6595043099345431,-0.47890372850921675,-0.4448294924492011,-0.4903561838945722,0,1,0,0,0,1,0,1,0,0
0.841594769185855,3.0207311711615676,-0.47890372850921675,-0.4448294924492011,-0.4937385532708042,0,1,0,0,1,0,0,1,0,0
-0.35195620899863517,-0.06471877763618179,0.4811038987780187,-0.4448294924492011,-0.23764487192752876,0,1,0,0,0,1,0,1,0,0
-1.5455071871831254,-0.43645973532265764,-0.47890372850921675,0.7104915504396963,4.1405095109270995,0,1,0,1,0,0,0,0,1,0
0.841594769185855,-2.0721199491431515,3.361126780639725,1.8658125933285936,-0.03905146998019633,1,0,0,0,0,1,0,1,0,0
-0.35195620899863517,-0.6595043099345431,1.441111526065254,-0.4448294924492011,0.7770659409420531,0,1,0,0,0,1,0,1,0,0
0.841594769185855,-0.030123287054598522,-0.47890372850921675,-0.4448294924492011,-0.48794020576869224,0,1,0,0,0,1,0,1,0,0
-0.35195620899863517,0.1954998927443513,0.4811038987780187,-0.4448294924492011,-0.06232603685367349,0,1,0,1,0,0,0,1,0,0
-0.35195620899863517,0.1954998927443513,-0.47890372850921675,-0.4448294924492011,-0.392267471983846,1,0,0,0,0,1,0,0,1,0
-1.5455071871831254,1.7939860107961974,-0.47890372850921675,0.7104915504396963,0.8502700781562157,0,1,0,0,0,1,0,0,1,0
0.841594769185855,-1.3286380337701997,0.4811038987780187,-0.4448294924492011,-0.42625158669372376,0,1,0,1,0,0,0,1,0,0
0.841594769185855,0.21186267688487204,-0.47890372850921675,-0.4448294924492011,-0.4937385532708042,0,1,0,0,1,0,0,1,0,0
0.841594769185855,-0.43645973532265764,-0.47890372850921675,-0.4448294924492011,-0.5054956692225864,0,1,0,0,0,1,0,1,0,0
0.841594769185855,-0.32636365816374086,0.4811038987780187,0.7104915504396963,-0.21139188722046678,1,0,0,1,0,0,0,0,1,0
0.841594769185855,1.1248522869605408,-0.47890372850921675,-0.4448294924492011,-0.5087176176512599,0,1,0,0,0,1,0,1,0,0
0.841594769185855,0.2326739885129989,-0.47890372850921675,-0.4448294924492011,-0.4909205563847778,0,1,0,1,0,0,0,1,0,0
0.841594769185855,-0.7338525014718383,-0.47890372850921675,-0.4448294924492011,-0.5072680307757319,0,1,0,0,0,1,0,1,0,0
0.841594769185855,1.2735486700351313,0.4811038987780187,-0.4448294924492011,-0.3632757344732865,1,0,0,0,0,1,0,1,0,0
-0.35195620899863517,-0.06471877763618179,0.4811038987780187,-0.4448294924492011,-0.14100574689233047,1,0,0,0,0,1,0,1,0,0
-0.35195620899863517,-0.3621115437853625,-0.47890372850921675,-0.4448294924492011,-0.392267471983846,0,1,0,0,0,1,0,1,0,0
-0.35195620899863517,-0.5108079268599528,-0.47890372850921675,-0.4448294924492011,-0.35272660758444424,0,1,0,1,0,0,0,1,0,0
-1.5455071871831254,-0.8082006930091334,-0.47890372850921675,1.8658125933285936,-0.13553017406783613,1,0,0,0,0,1,0,0,1,0
-1.5455071871831254,0.5300667546621796,0.4811038987780187,-0.4448294924492011,0.3827783107984442,0,1,0,0,0,1,0,0,1,0
0.841594769185855,-1.031245267621019,-0.47890372850921675,-0.4448294924492011,-0.4653904323329791,0,1,0,0,0,1,0,1,0,0
-1.5455071871831254,-0.43645973532265764,-0.47890372850921675,-0.4448294924492011,0.8872345434821792,0,1,0,1,0,0,0,0,1,0
0.841594769185855,-0.4662605881719228,-0.47890372850921675,1.8658125933285936,-0.34886104258303635,1,0,0,1,0,0,0,1,0,0
0.841594769185855,-0.585156118397248,-0.47890372850921675,-0.4448294924492011,-0.4937385532708042,1,0,0,0,0,1,0,1,0,0
0.841594769185855,-0.43645973532265764,0.4811038987780187,-0.4448294924492011,-0.33718317071378295,1,0,0,0,0,1,0,1,0,0
0.841594769185855,-0.8082006930091334,-0.47890372850921675,-0.4448294924492011,-0.5130663782778438,0,1,0,0,1,0,0,1,0,0
-0.35195620899863517,-0.8825488845464287,-0.47890372850921675,-0.4448294924492011,-0.4212592094944055,0,1,0,0,0,1,0,1,0,0
-0.35195620899863517,-0.8082006930091334,0.4811038987780187,0.7104915504396963,0.06676837193334581,0,1,0,0,0,1,0,1,0,0
0.841594769185855,-0.21341516071077213,-0.47890372850921675,-0.4448294924492011,-0.4928533388854818,0,1,0,0,0,1,0,1,0,0
0.841594769185855,-1.5516826083820852,1.441111526065254,1.8658125933285936,0.020864787541626628,1,0,0,0,0,1,0,1,0,0
-0.35195620899863517,0.49289265889353195,-0.47890372850921675,1.8658125933285936,-0.14100574689233047,0,1,0,0,0,1,0,0,1,0
-0.35195620899863517,0.9018077123486554,-0.47890372850921675,-0.4448294924492011,-0.392267471983846,0,1,0,0,0,1,0,1,0,0
-0.35195620899863517,1.570941436184312,-0.47890372850921675,-0.4448294924492011,-0.40144818886218986,0,1,0,0,0,1,0,1,0,0
-1.5455071871831254,-0.585156118397248,0.4811038987780187,-0.4448294924492011,0.6437039483934793,1,0,0,0,0,1,0,0,1,0
0.841594769185855,1.9055082981021403,-0.47890372850921675,-0.4448294924492011,-0.48794020576869224,0,1,0,0,0,1,0,1,0,0
0.841594769185855,0.7902854250427127,-0.47890372850921675,1.8658125933285936,-0.3632757344732865,0,1,0,0,0,1,0,1,0,0
0.841594769185855,-0.5138565336466386,-0.47890372850921675,-0.4448294924492011,-0.5021944767113841,0,1,0,0,0,1,0,1,0,0
-1.5455071871831254,1.570941436184312,-0.47890372850921675,0.7104915504396963,0.5427972395967268,0,1,0,1,0,0,0,1,0,0
0.841594769185855,-1.031245267621019,-0.47890372850921675,-0.4448294924492011,-0.4940613279484217,1,0,0,0,1,0,0,1,0,0
0.841594769185855,0.009629413901113378,-0.47890372850921675,-0.4448294924492011,-0.48794020576869224,0,1,0,0,0,1,0,1,0,0
0.841594769185855,-0.41144248987664456,-0.47890372850921675,-0.4448294924492011,-0.4761019129518805,0,1,0,0,0,1,0,1,0,0
0.841594769185855,-1.2080050286860455,7.201157289788666,1.8658125933285936,0.7007210321642464,0,1,0,0,0,1,0,1,0,0
0.841594769185855,1.0505040954232459,-0.47890372850921675,0.7104915504396963,-0.33235121446202304,0,1,0,0,0,1,0,1,0,0
-0.35195620899863517,0.7531113292740651,-0.47890372850921675,-0.4448294924492011,-0.33911595321448695,1,0,0,0,0,1,0,1,0,0
0.841594769185855,-0.2877633522480673,-0.47890372850921675,-0.4448294924492011,-0.4932553576456282,0,1,0,0,0,1,0,1,0,0
0.841594769185855,-0.9568970760837239,-0.47890372850921675,-0.4448294924492011,-0.4761019129518805,0,1,0,0,0,1,0,1,0,0
0.841594769185855,-2.1464681406804464,3.361126780639725,0.7104915504396963,0.12354385789152479,0,1,0,0,0,1,0,1,0,0
0.841594769185855,-1.5516826083820852,-0.47890372850921675,1.8658125933285936,-0.2468255888058726,0,1,0,0,0,1,0,1,0,0
-1.5455071871831254,-0.29740235925487357,-0.47890372850921675,0.7104915504396963,0.4195011783118195,1,0,0,0,0,1,0,0,1,0
0.841594769185855,1.1248522869605408,0.4811038987780187,4.176454679106389,-0.10428287937895517,1,0,0,0,0,1,0,1,0,0
-1.5455071871831254,1.3431498515789446,-0.47890372850921675,-0.4448294924492011,-0.14245533376785843,0,1,0,0,0,1,0,1,0,0
0.841594769185855,-0.13906696917347697,-0.47890372850921675,-0.4448294924492011,0.4484117389573495,0,1,0,0,0,1,0,1,0,0
-1.5455071871831254,2.3144233515572634,-0.47890372850921675,-0.4448294924492011,0.00395294066046693,0,1,0,0,0,1,0,0,1,0
0.841594769185855,-1.923423566068561,3.361126780639725,0.7104915504396963,-0.08060629374533156,0,1,0,0,1,0,0,1,0,0
0.841594769185855,-2.1464681406804464,0.4811038987780187,0.7104915504396963,-0.42834672292448694,1,0,0,0,0,1,0,1,0,0
0.841594769185855,-0.6595043099345431,-0.47890372850921675,-0.4448294924492011,-0.4903561838945722,0,1,0,0,0,1,0,1,0,0
-1.5455071871831254,1.9426823938707878,-0.47890372850921675,-0.4448294924492011,-0.0502461462242737,0,1,0,1,0,0,0,0,1,0
0.841594769185855,-0.8825488845464287,0.4811038987780187,0.7104915504396963,-0.4917245939050707,0,1,0,0,0,1,0,1,0,0
0.841594769185855,-1.307059820279687,2.4011191533524894,0.7104915504396963,-0.15131327596858474,0,1,0,0,0,1,0,1,0,0
-1.5455071871831254,1.4965932446470167,-0.47890372850921675,-0.4448294924492011,-0.08857902156073544,1,0,0,1,0,0,0,0,1,0
-0.35195620899863517,0.009629413901113378,-0.47890372850921675,-0.4448294924492011,-0.392267471983846,0,1,0,0,0,1,0,1,0,0
0.841594769185855,0.4557185631248844,-0.47890372850921675,-0.4448294924492011,-0.6435291970753615,0,1,0,0,0,1,0,1,0,0
0.841594769185855,-1.2080050286860455,7.201157289788666,1.8658125933285936,0.7007210321642464,1,0,0,0,0,1,0,1,0,0
-0.35195620899863517,0.16211419137353625,-0.47890372850921675,-0.4448294924492011,-0.3526454307194147,0,1,0,1,0,0,0,1,0,0
0.841594769185855,-1.5516826083820852,3.361126780639725,1.8658125933285936,-0.03687708966690435,0,1,0,0,0,1,0,1,0,0
-0.35195620899863517,-2.1464681406804464,1.441111526065254,0.7104915504396963,0.11025597819918503,0,1,0,0,0,1,0,0,1,0
0.841594769185855,-1.923423566068561,-0.47890372850921675,1.8658125933285936,-0.21783385129531313,1,0,0,0,0,1,0,1,0,0
-1.5455071871831254,1.647482869868707,-0.47890372850921675,-0.4448294924492011,0.3228620532766212,0,1,0,0,0,1,0,0,1,0
0.841594769185855,0.18873783621428197,0.4811038987780187,-0.4448294924492011,-0.34394790946624687,1,0,0,0,1,0,0,1,0,0
-1.5455071871831254,1.1248522869605408,-0.47890372850921675,-0.4448294924492011,-0.13037544313845867,0,1,0,0,0,1,0,1,0,0
0.841594769185855,0.7531113292740651,0.4811038987780187,0.7104915504396963,-0.34394790946624687,0,1,0,0,1,0,0,1,0,0
0.841594769185855,0.4557185631248844,-0.47890372850921675,-0.4448294924492011,-0.4909205563847778,0,1,0,0,0,1,0,1,0,0
-0.35195620899863517,0.1583257969757037,-0.47890372850921675,-0.4448294924492011,-0.392267471983846,1,0,0,0,0,1,0,1,0,0
-0.35195620899863517,-0.8082006930091334,-0.47890372850921675,-0.4448294924492011,-0.392267471983846,0,1,0,0,0,1,0,1,0,0
0.841594769185855,-0.8082006930091334,0.4811038987780187,-0.4448294924492011,-0.4917245939050707,1,0,0,0,0,1,0,1,0,0
-0.35195620899863517,-1.9977717576058562,0.4811038987780187,0.7104915504396963,-0.14100574689233047,0,1,0,0,0,1,0,0,1,0
-1.5455071871831254,1.0505040954232459,-0.47890372850921675,-0.4448294924492011,-0.10774642562021663,1,0,0,1,0,0,0,0,1,0
-1.5455071871831254,2.091378776945378,-0.47890372850921675,-0.4448294924492011,2.1883991852160944,1,0,0,1,0,0,0,0,1,0
0.841594769185855,0.21186267688487204,-0.47890372850921675,-0.4448294924492011,-0.4937385532708042,0,1,0,0,1,0,0,1,0,0
0.841594769185855,0.9018077123486554,-0.47890372850921675,0.7104915504396963,-0.48109429015119887,0,1,0,0,0,1,0,1,0,0
0.841594769185855,0.21186267688487204,-0.47890372850921675,-0.4448294924492011,-0.4937385532708042,1,0,0,0,1,0,0,1,0,0
-0.35195620899863517,-0.43645973532265764,-0.47890372850921675,-0.4448294924492011,-0.392267471983846,1,0,0,0,0,1,0,1,0,0
0.841594769185855,-0.13906696917347697,-0.47890372850921675,-0.4448294924492011,-0.45991485950848476,0,1,0,0,0,1,0,1,0,0
0.841594769185855,-1.2080050286860455,7.201157289788666,1.8658125933285936,0.7007210321642464,0,1,0,0,0,1,0,1,0,0
0.841594769185855,0.3070221800502941,-0.47890372850921675,-0.4448294924492011,-0.5179795113946333,0,1,0,0,0,1,0,1,0,0
0.841594769185855,1.1620263827291886,-0.47890372850921675,-0.4448294924492011,-0.5038856613995,0,1,0,1,0,0,0,1,0,0
0.841594769185855,-0.8825488845464287,-0.47890372850921675,-0.4448294924492011,-0.48794020576869224,0,1,0,0,0,1,0,1,0,0
